gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,NonSL.cell_line,NonSL.pubmed_id,NonSL.source,NonSL.statistic_score
APC,324,MSH6,2956,X293T,31300006,CRISPR/CRISPRi,0.45
BRD4,23476,MSH6,2956,A549,31300006,CRISPR/CRISPRi,0.05
FNTA,2339,MSH6,2956,Hela,31300006,CRISPR/CRISPRi,0.73
KDM6A,7403,MSH6,2956,X293T,31300006,CRISPR/CRISPRi,0.18
CCNK,8812,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.05
NEMF,9147,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.08
COX5A,9377,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.0
ADPRM,56985,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.0
PPCS,79717,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.03
TAZ,6901,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.01
SLC35A1,10559,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.09
DYNC1H1,1778,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.02
ERH,2079,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.04
LEO1,123169,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.0
HBS1L,10767,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.02
RNF20,56254,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.02
CEP63,80254,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.01
TCOF1,6949,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC73,79577,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.04
ARL2,402,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.01
EMC6,83460,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.04
RPS5,6193,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.1
POLN,353497,TRRAP,8295,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF3H,8667,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.3
BRCA1,672,RRM2,6241,Hela,31300006,CRISPR/CRISPRi,0.75
MRPL16,54948,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.15
RFC5,5985,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.11
PSMD4,5710,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.69
DICER1,23405,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.22
CHEK2,11200,RRM2,6241,Hela,31300006,CRISPR/CRISPRi,0.64
RPA3,6119,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.13
NDUFA8,4702,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.21
DDX46,9879,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.12
APC,324,RRM2,6241,X293T,31300006,CRISPR/CRISPRi,0.06
MED9,55090,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.28
COX7C,1350,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.12
COA3,28958,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.14
ABCB7,22,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.3
MTPAP,55149,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.2
COG3,83548,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.19
POLD3,10714,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.31
COPE,11316,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.29
GTF3C3,9330,RRM2,6241,K562,31300006,CRISPR/CRISPRi,0.17
CYB5B,80777,RPP30,10556,K562,31300006,CRISPR/CRISPRi,0.18
CDC26,246184,CMAS,55907,Jurkat,31300006,CRISPR/CRISPRi,0.03
CAMK2B,816,DCK,1633,K562,31300006,CRISPR/CRISPRi,0.1
BRD4,23476,FLT3,2322,A549,31300006,CRISPR/CRISPRi,0.16
ERBB2,2064,HDAC2,3066,X293T,31300006,CRISPR/CRISPRi,0.13
APC,324,HDAC2,3066,X293T,31300006,CRISPR/CRISPRi,0.02
ADA,100,HDAC2,3066,A549,31300006,CRISPR/CRISPRi,0.5
CYB5B,80777,EBNA1BP2,10969,K562;Jurkat,31300006,CRISPR/CRISPRi,0.12
BTF3,689,EBNA1BP2,10969,K562,31300006,CRISPR/CRISPRi,0.22
CCNK,8812,EBNA1BP2,10969,K562,31300006,CRISPR/CRISPRi,0.11
PSMD1,5707,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.0
EIF3M,10480,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.0
CTNNBL1,56259,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.19
ANKZF1,55139,RPS18,6222,K562,31300006,CRISPR/CRISPRi,0.22
MED10,84246,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPS25,64432,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPA3,6119,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.01
BTF3,689,RPS18,6222,K562,31300006,CRISPR/CRISPRi,0.11
LEO1,123169,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.01
PMVK,10654,RPS18,6222,Jurkat,31300006,CRISPR/CRISPRi,0.02
ANKZF1,55139,MED1,5469,Jurkat,31300006,CRISPR/CRISPRi,0.06
APOOL,139322,MED1,5469,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,MED1,5469,K562,31300006,CRISPR/CRISPRi,0.5
CDC26,246184,MED1,5469,Jurkat,31300006,CRISPR/CRISPRi,0.0
BNIP1,662,CYB5B,80777,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC16,8881,CYB5B,80777,K562,31300006,CRISPR/CRISPRi,0.18
COPA,1314,CYB5B,80777,Jurkat,31300006,CRISPR/CRISPRi,0.14
AURKA,6790,CYB5B,80777,K562,31300006,CRISPR/CRISPRi,0.13
EIF4G2,1982,MRPS35,60488,Jurkat,31300006,CRISPR/CRISPRi,0.01
BDP1,55814,PGD,5226,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4G2,1982,PGD,5226,Jurkat,31300006,CRISPR/CRISPRi,0.15
GRB2,2885,PRKCZ,5590,K562,31300006,CRISPR/CRISPRi,0.08
BNIP1,662,MRPS10,55173,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL18,29074,MRPS10,55173,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL11,65003,MRPS10,55173,Jurkat,31300006,CRISPR/CRISPRi,0.01
SNAPC1,6617,WDR36,134430,K562;Jurkat,31300006,CRISPR/CRISPRi,0.17
BTF3,689,WDR36,134430,K562,31300006,CRISPR/CRISPRi,0.17
NDUFA2,4695,WDR36,134430,K562,31300006,CRISPR/CRISPRi,0.16
RPL24,6152,WDR36,134430,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL35,11224,WDR36,134430,K562,31300006,CRISPR/CRISPRi,0.13
FIP1L1,81608,WDR36,134430,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G1,1981,EMC1,23065,Jurkat,31300006,CRISPR/CRISPRi,0.04
DUT,1854,EMC1,23065,Jurkat,31300006,CRISPR/CRISPRi,0.04
DNA2,1763,EMC1,23065,K562,31300006,CRISPR/CRISPRi,0.15
CDC26,246184,EMC1,23065,Jurkat,31300006,CRISPR/CRISPRi,0.03
DNTTIP2,30836,EMC1,23065,K562,31300006,CRISPR/CRISPRi,0.13
MED10,84246,MRPL50,54534,K562,31300006,CRISPR/CRISPRi,0.16
CDC26,246184,MRPL50,54534,Jurkat,31300006,CRISPR/CRISPRi,0.08
MRPL32,64983,MRPL50,54534,Jurkat,31300006,CRISPR/CRISPRi,0.03
CAMLG,819,MRPL50,54534,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDK1,983,MRPL50,54534,K562,31300006,CRISPR/CRISPRi,0.1
DNTTIP2,30836,MRPL50,54534,K562,31300006,CRISPR/CRISPRi,0.11
GTF3C3,9330,MRPL50,54534,K562,31300006,CRISPR/CRISPRi,0.23
COPA,1314,MRPL50,54534,Jurkat,31300006,CRISPR/CRISPRi,0.04
ATR,545,DNMT1,1786,K562,31300006,CRISPR/CRISPRi,0.83
CKAP5,9793,TRPM7,54822,Jurkat,31300006,CRISPR/CRISPRi,0.04
SEC22B,9554,TRPM7,54822,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPS18,6222,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.04
RPL32,6161,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.04
DICER1,23405,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.01
DDX18,8886,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.14
MED9,55090,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.04
ARGLU1,55082,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.02
MZT1,440145,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.05
RFC5,5985,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.0
PSMD12,5718,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPS5,6193,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.15
SEH1L,81929,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF3M,10480,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.02
USE1,55850,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.09
NDUFA2,4695,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.03
POLN,353497,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.01
PPCS,79717,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.05
EFR3A,23167,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.04
PSMC6,5706,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.02
BNIP1,662,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.12
EXOSC6,118460,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.03
MED10,84246,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.02
NCBP1,4686,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.02
DMAP1,55929,VPS4A,27183,Jurkat,31300006,CRISPR/CRISPRi,0.12
PPCS,79717,RPTOR,57521,Jurkat,31300006,CRISPR/CRISPRi,0.02
CAMK2B,816,PNMT,5409,K562,31300006,CRISPR/CRISPRi,0.02
ATR,545,PNMT,5409,K562,31300006,CRISPR/CRISPRi,0.05
MAP3K5,4217,PRKAA1,5562,K562,31300006,CRISPR/CRISPRi,0.03
EIF4G2,1982,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.04
HBS1L,10767,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.05
GFI1B,8328,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.04
APOOL,139322,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPS5,10987,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.02
GEMIN4,50628,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.07
EIF2B2,8892,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.0
DMAP1,55929,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.0
ERH,2079,KARS1,3735,Jurkat,31300006,CRISPR/CRISPRi,0.02
CAMLG,819,COPS2,9318,Jurkat,31300006,CRISPR/CRISPRi,0.01
COG3,83548,COPS2,9318,Jurkat,31300006,CRISPR/CRISPRi,0.01
ATP1A1,476,COPS2,9318,Jurkat,31300006,CRISPR/CRISPRi,0.0
CACTIN,58509,COPS2,9318,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDCA8,55143,COPS2,9318,K562,31300006,CRISPR/CRISPRi,0.13
COPA,1314,PTCD3,55037,Jurkat,31300006,CRISPR/CRISPRi,0.11
NOL8,55035,PTCD3,55037,Jurkat,31300006,CRISPR/CRISPRi,0.15
CKAP5,9793,PTCD3,55037,Jurkat,31300006,CRISPR/CRISPRi,0.25
EIF4G2,1982,PTCD3,55037,Jurkat,31300006,CRISPR/CRISPRi,0.02
KARS1,3735,MRPL19,9801,Jurkat,31300006,CRISPR/CRISPRi,0.01
CKAP5,9793,MRPL19,9801,Jurkat,31300006,CRISPR/CRISPRi,0.09
DNA2,1763,MRPL19,9801,Jurkat,31300006,CRISPR/CRISPRi,0.06
COPA,1314,MRPL19,9801,Jurkat,31300006,CRISPR/CRISPRi,0.11
ANAPC13,25847,MRPL19,9801,Jurkat,31300006,CRISPR/CRISPRi,0.06
EIF4G2,1982,PGK1,5230,Jurkat,31300006,CRISPR/CRISPRi,0.31
COPA,1314,NOP58,51602,Jurkat,31300006,CRISPR/CRISPRi,0.02
BTF3,689,NOP58,51602,K562,31300006,CRISPR/CRISPRi,0.26
NDUFA2,4695,NOP58,51602,K562,31300006,CRISPR/CRISPRi,0.11
COPE,11316,NOP58,51602,K562,31300006,CRISPR/CRISPRi,0.31
KIT,3815,VHL,7428,X293T,31300006,CRISPR/CRISPRi,0.11
DMAP1,55929,MTPAP,55149,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPA,1314,MTPAP,55149,Jurkat,31300006,CRISPR/CRISPRi,0.0
ANKZF1,55139,BNIP1,662,Jurkat,31300006,CRISPR/CRISPRi,0.14
HBS1L,10767,MRPL10,124995,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPA,1314,MRPL10,124995,Jurkat,31300006,CRISPR/CRISPRi,0.01
GEMIN4,50628,MRPL10,124995,K562;Jurkat,31300006,CRISPR/CRISPRi,0.08
EIF4G2,1982,MRPL10,124995,Jurkat,31300006,CRISPR/CRISPRi,0.22
CDC73,79577,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPL16,54948,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
MED1,5469,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.1
COPS2,9318,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
GTF2E1,2960,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.09
MED10,84246,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.07
COPS5,10987,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDC26,246184,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
CEP63,80254,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.05
EMC1,23065,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.07
DYNC1H1,1778,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
CAMLG,819,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.07
DONSON,29980,MRPL18,29074,K562,31300006,CRISPR/CRISPRi,0.2
DMAP1,55929,MRPL18,29074,K562;Jurkat,31300006,CRISPR/CRISPRi,0.21
CMAS,55907,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.02
LIAS,11019,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
GFI1B,8328,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.0
ANAPC13,25847,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.09
COX6C,1345,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.01
HBS1L,10767,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
CENPK,64105,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.04
CWC22,57703,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.0
COX7C,1350,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.02
APOOL,139322,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.06
COG3,83548,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.09
DICER1,23405,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.05
FAM98B,283742,MRPL18,29074,Jurkat,31300006,CRISPR/CRISPRi,0.01
CHEK2,11200,UBC,7316,A375,31300006,CRISPR/CRISPRi,0.71
IMPDH1,3614,MAP2K1,5604,OVCAR8,31300006,CRISPR/CRISPRi,0.13
CDKN1B,1027,MAP2K1,5604,X293T,31300006,CRISPR/CRISPRi,0.01
FGFR2,2263,MAP2K1,5604,X293T,31300006,CRISPR/CRISPRi,0.02
AKT1,207,MAP2K1,5604,OVCAR8,31300006,CRISPR/CRISPRi,0.0
EIF3H,8667,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.01
MED28,80306,SRP19,6728,K562,31300006,CRISPR/CRISPRi,0.11
SDHC,6391,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.1
RBM22,55696,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.08
MED22,6837,SRP19,6728,K562,31300006,CRISPR/CRISPRi,0.2
RPL35,11224,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.01
RFC5,5985,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.11
MRPL18,29074,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.1
GTPBP4,23560,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDC26,246184,SRP19,6728,Jurkat,31300006,CRISPR/CRISPRi,0.06
BTF3,689,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.0
CARS2,79587,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.04
CCNK,8812,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.14
ADPRM,56985,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.06
BUB1B,701,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.39
ANAPC13,25847,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.12
APOOL,139322,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.12
BUB3,9184,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.04
ATP6V1G1,9550,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.06
ANKZF1,55139,CDC26,246184,Jurkat,31300006,CRISPR/CRISPRi,0.06
DUT,1854,EIF4A1,1973,Jurkat,31300006,CRISPR/CRISPRi,0.01
ARL2,402,EIF4A1,1973,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPA,1314,EIF4A1,1973,Jurkat,31300006,CRISPR/CRISPRi,0.04
RPSA,3921,VPS29,51699,Jurkat,31300006,CRISPR/CRISPRi,0.0
DONSON,29980,VPS29,51699,K562,31300006,CRISPR/CRISPRi,0.26
HBS1L,10767,VPS29,51699,Jurkat,31300006,CRISPR/CRISPRi,0.02
RBM22,55696,VPS29,51699,Jurkat,31300006,CRISPR/CRISPRi,0.03
MED17,9440,VPS29,51699,K562,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,FARSA,2193,K562,31300006,CRISPR/CRISPRi,0.28
MAP3K5,4217,PRKAR1A,5573,K562,31300006,CRISPR/CRISPRi,0.0
EIF4G2,1982,NAA25,80018,Jurkat,31300006,CRISPR/CRISPRi,0.03
CCNK,8812,NAA25,80018,K562,31300006,CRISPR/CRISPRi,0.21
CDK12,51755,NAA25,80018,K562,31300006,CRISPR/CRISPRi,0.12
DDX46,9879,DYNC1H1,1778,K562,31300006,CRISPR/CRISPRi,0.11
DLST,1743,DYNC1H1,1778,K562,31300006,CRISPR/CRISPRi,0.19
ATXN10,25814,DYNC1H1,1778,Jurkat,31300006,CRISPR/CRISPRi,0.04
COPE,11316,DYNC1H1,1778,K562,31300006,CRISPR/CRISPRi,0.12
CWC22,57703,DYNC1H1,1778,Jurkat,31300006,CRISPR/CRISPRi,0.03
DUT,1854,DYNC1H1,1778,Jurkat,31300006,CRISPR/CRISPRi,0.14
CTNNBL1,56259,DYNC1H1,1778,K562,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,FAM98B,283742,Jurkat,31300006,CRISPR/CRISPRi,0.01
RBM22,55696,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.24
RPSA,3921,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.13
RPL3,6122,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.1
SNAPC1,6617,TIMM22,29928,Jurkat,31300006,CRISPR/CRISPRi,0.03
PPWD1,23398,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.15
RPL27,6155,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.12
SNRPG,6637,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.15
MED17,9440,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.13
MRPS27,23107,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.17
SRFBP1,153443,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.17
DNTTIP2,30836,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.14
PSMC2,5701,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.1
RPL10,6134,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.28
NOL8,55035,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.14
CDC26,246184,TIMM22,29928,Jurkat,31300006,CRISPR/CRISPRi,0.01
MZT1,440145,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.15
PPP2R2A,5520,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.12
REXO2,25996,TIMM22,29928,Jurkat,31300006,CRISPR/CRISPRi,0.05
PPIE,10450,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.17
CARS1,833,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.21
MICOS10,440574,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.18
MED22,6837,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.11
MCM3,4172,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.22
TIMELESS,8914,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.1
CNOT1,23019,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.22
RINT1,60561,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.18
CDC16,8881,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.21
RFC4,5984,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.15
SKIV2L,6499,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,TIMM22,29928,Jurkat,31300006,CRISPR/CRISPRi,0.04
MICOS10-NBL1,100532736,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.15
NOP58,51602,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.16
RRM2,6241,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.12
EIF6,3692,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.12
RPS5,6193,TIMM22,29928,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,RPL11,6135,K562,31300006,CRISPR/CRISPRi,0.11
BTF3,689,RPL3,6122,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,MICOS10,440574,K562,31300006,CRISPR/CRISPRi,0.17
MED10,84246,MICOS10,440574,Jurkat,31300006,CRISPR/CRISPRi,0.01
EPRS1,2058,PTGER1,5731,K562,31300006,CRISPR/CRISPRi,0.04
PPCS,79717,SLC39A9,55334,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC26,246184,SLC39A9,55334,Jurkat,31300006,CRISPR/CRISPRi,0.07
MRPL18,29074,SLC39A9,55334,Jurkat,31300006,CRISPR/CRISPRi,0.05
EFR3A,23167,SLC39A9,55334,Jurkat,31300006,CRISPR/CRISPRi,0.02
NDUFA2,4695,SLC39A9,55334,Jurkat,31300006,CRISPR/CRISPRi,0.14
KDM1A,23028,OGFOD1,55239,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC16,8881,TTI2,80185,K562,31300006,CRISPR/CRISPRi,0.13
CDCA8,55143,TTI2,80185,K562,31300006,CRISPR/CRISPRi,0.19
EFR3A,23167,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.02
PPCS,79717,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF3M,10480,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.05
CNOT1,23019,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.01
POLD3,10714,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.0
PTCD3,55037,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.01
MRPL16,54948,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.0
PSMB6,5694,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL24,6152,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.05
GEMIN4,50628,TTI2,80185,K562,31300006,CRISPR/CRISPRi,0.13
SEH1L,81929,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.03
ARGLU1,55082,TTI2,80185,Jurkat,31300006,CRISPR/CRISPRi,0.01
ANKZF1,55139,COPS5,10987,Jurkat,31300006,CRISPR/CRISPRi,0.03
COG3,83548,COPS5,10987,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDC26,246184,COPS5,10987,Jurkat,31300006,CRISPR/CRISPRi,0.01
ATXN10,25814,COPS5,10987,Jurkat,31300006,CRISPR/CRISPRi,0.03
CACTIN,58509,COPS5,10987,Jurkat,31300006,CRISPR/CRISPRi,0.0
PAFAH1B1,5048,ZNF598,90850,Jurkat,31300006,CRISPR/CRISPRi,0.01
DMAP1,55929,ZNF598,90850,Jurkat,31300006,CRISPR/CRISPRi,0.1
CDC26,246184,ZNF598,90850,Jurkat,31300006,CRISPR/CRISPRi,0.11
SDHC,6391,ZNF598,90850,Jurkat,31300006,CRISPR/CRISPRi,0.04
MRPL18,29074,ZNF598,90850,Jurkat,31300006,CRISPR/CRISPRi,0.01
PPCS,79717,ZNF598,90850,Jurkat,31300006,CRISPR/CRISPRi,0.02
HBS1L,10767,MRPL43,84545,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC26,246184,MRPL43,84545,Jurkat,31300006,CRISPR/CRISPRi,0.06
COG3,83548,MRPL43,84545,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF3M,10480,MRPS28,28957,Jurkat,31300006,CRISPR/CRISPRi,0.04
MRPL18,29074,MRPS28,28957,Jurkat,31300006,CRISPR/CRISPRi,0.04
CCNK,8812,MRPS28,28957,K562,31300006,CRISPR/CRISPRi,0.12
COPS5,10987,MRPS28,28957,Jurkat,31300006,CRISPR/CRISPRi,0.01
DOT1L,84444,RET,5979,K562,31300006,CRISPR/CRISPRi,0.11
KCNA3,3738,RET,5979,K562,31300006,CRISPR/CRISPRi,0.0
BCL2L1,598,RET,5979,K562,31300006,CRISPR/CRISPRi,0.04
CIT,11113,RET,5979,K562,31300006,CRISPR/CRISPRi,0.08
PLA2G4C,8605,RET,5979,K562,31300006,CRISPR/CRISPRi,0.04
GRIK5,2901,RET,5979,K562,31300006,CRISPR/CRISPRi,0.05
EPHB4,2050,RET,5979,K562,31300006,CRISPR/CRISPRi,0.03
ALAD,210,RET,5979,K562,31300006,CRISPR/CRISPRi,0.01
